CMDLINE /tmp/weasyperf/bin/python -m weasyprint samples/html5/html5.html samples/html5/html5.pdf
MEM 1.554688 1581158342.7625
MEM 24.363281 1581158342.8629
MEM 30.617188 1581158342.9639
MEM 34.039062 1581158343.0650
MEM 38.570312 1581158343.1659
MEM 40.625000 1581158343.2670
MEM 42.726562 1581158343.3679
MEM 44.468750 1581158343.4689
MEM 46.527344 1581158343.5700
MEM 48.617188 1581158343.6710
MEM 50.449219 1581158343.7719
MEM 52.515625 1581158343.8729
MEM 54.578125 1581158343.9739
MEM 56.457031 1581158344.0749
MEM 58.332031 1581158344.1759
MEM 60.175781 1581158344.2769
MEM 62.234375 1581158344.3779
MEM 64.359375 1581158344.4789
MEM 66.210938 1581158344.5799
MEM 68.000000 1581158344.6809
MEM 70.093750 1581158344.7819
MEM 71.640625 1581158344.8829
MEM 73.527344 1581158344.9839
MEM 75.593750 1581158345.0849
MEM 77.191406 1581158345.1859
MEM 79.261719 1581158345.2870
MEM 81.136719 1581158345.3879
MEM 83.175781 1581158345.4890
MEM 85.308594 1581158345.5900
MEM 86.593750 1581158345.6909
MEM 88.417969 1581158345.7919
MEM 90.480469 1581158345.8929
MEM 92.316406 1581158345.9940
MEM 94.390625 1581158346.0949
MEM 96.152344 1581158346.1959
MEM 98.152344 1581158346.2969
MEM 100.218750 1581158346.3980
MEM 101.281250 1581158346.4990
MEM 103.109375 1581158346.5999
MEM 105.183594 1581158346.7009
MEM 107.214844 1581158346.8019
MEM 109.007812 1581158346.9029
MEM 111.398438 1581158347.0039
MEM 112.398438 1581158347.1049
MEM 113.398438 1581158347.2060
MEM 113.398438 1581158347.3069
MEM 113.398438 1581158347.4080
MEM 113.652344 1581158347.5089
MEM 113.753906 1581158347.6099
MEM 113.753906 1581158347.7109
MEM 113.753906 1581158347.8119
MEM 114.261719 1581158347.9130
MEM 115.035156 1581158348.0139
MEM 115.808594 1581158348.1149
MEM 116.839844 1581158348.2160
MEM 117.871094 1581158348.3169
MEM 118.644531 1581158348.4179
MEM 119.417969 1581158348.5189
MEM 120.191406 1581158348.6199
MEM 121.222656 1581158348.7210
MEM 121.996094 1581158348.8220
MEM 122.769531 1581158348.9229
MEM 123.800781 1581158349.0239
MEM 124.574219 1581158349.1249
MEM 125.605469 1581158349.2259
MEM 126.378906 1581158349.3269
MEM 127.152344 1581158349.4279
MEM 128.183594 1581158349.5290
MEM 128.441406 1581158349.6299
MEM 129.472656 1581158349.7309
MEM 130.246094 1581158349.8320
MEM 131.019531 1581158349.9329
MEM 132.050781 1581158350.0339
MEM 132.824219 1581158350.1349
MEM 133.855469 1581158350.2359
MEM 134.886719 1581158350.3369
MEM 135.660156 1581158350.4380
MEM 136.691406 1581158350.5390
MEM 137.722656 1581158350.6400
MEM 139.011719 1581158350.7409
MEM 139.824219 1581158350.8419
MEM 140.851562 1581158350.9429
MEM 141.367188 1581158351.0439
MEM 142.398438 1581158351.1449
MEM 143.429688 1581158351.2459
MEM 144.460938 1581158351.3469
MEM 145.750000 1581158351.4480
MEM 146.781250 1581158351.5490
MEM 147.812500 1581158351.6499
MEM 148.843750 1581158351.7509
MEM 149.875000 1581158351.8519
MEM 150.906250 1581158351.9529
MEM 151.937500 1581158352.0539
MEM 152.968750 1581158352.1549
MEM 154.000000 1581158352.2559
MEM 155.031250 1581158352.3569
MEM 155.289062 1581158352.4580
MEM 156.320312 1581158352.5589
MEM 157.878906 1581158352.6599
MEM 159.488281 1581158352.7609
MEM 161.289062 1581158352.8619
MEM 162.835938 1581158352.9629
MEM 164.640625 1581158353.0639
MEM 166.269531 1581158353.1649
MEM 168.109375 1581158353.2660
MEM 169.652344 1581158353.3669
MEM 171.457031 1581158353.4679
MEM 173.261719 1581158353.5689
MEM 175.066406 1581158353.6699
MEM 176.871094 1581158353.7710
MEM 178.417969 1581158353.8720
MEM 179.964844 1581158353.9730
MEM 181.070312 1581158354.0739
MEM 181.812500 1581158354.1749
MEM 183.359375 1581158354.2759
MEM 185.410156 1581158354.3769
MEM 186.714844 1581158354.4779
MEM 188.261719 1581158354.5789
MEM 189.910156 1581158354.6799
MEM 191.582031 1581158354.7809
MEM 193.128906 1581158354.8820
MEM 194.914062 1581158354.9830
MEM 196.511719 1581158355.0839
MEM 198.054688 1581158355.1849
MEM 199.488281 1581158355.2859
MEM 201.222656 1581158355.3869
MEM 202.945312 1581158355.4879
MEM 204.492188 1581158355.5890
MEM 206.039062 1581158355.6899
MEM 207.843750 1581158355.7909
MEM 209.246094 1581158355.8919
MEM 210.847656 1581158355.9929
MEM 212.582031 1581158356.0939
MEM 213.609375 1581158356.1951
MEM 214.382812 1581158356.2959
MEM 215.929688 1581158356.3969
MEM 217.492188 1581158356.4979
MEM 219.105469 1581158356.5989
MEM 220.703125 1581158356.7000
MEM 222.503906 1581158356.8009
MEM 224.031250 1581158356.9019
MEM 226.050781 1581158357.0030
