CMDLINE /tmp/weasyperf/bin/python -m weasyprint samples/large/large.html samples/large/large.pdf
MEM 1.535156 1568278933.9465
MEM 24.406250 1568278934.0472
MEM 30.562500 1568278934.1481
MEM 37.906250 1568278934.2491
MEM 39.394531 1568278934.3501
MEM 40.367188 1568278934.4511
MEM 41.906250 1568278934.5521
MEM 43.406250 1568278934.6531
MEM 44.417969 1568278934.7546
MEM 45.683594 1568278934.8552
MEM 46.972656 1568278934.9562
MEM 48.425781 1568278935.0572
MEM 49.972656 1568278935.1582
MEM 51.406250 1568278935.2591
MEM 52.906250 1568278935.3602
MEM 53.906250 1568278935.4611
MEM 55.445312 1568278935.5621
MEM 56.992188 1568278935.6631
MEM 58.667969 1568278935.7636
MEM 60.410156 1568278935.8641
MEM 62.156250 1568278935.9646
MEM 63.925781 1568278936.0656
MEM 65.406250 1568278936.1661
MEM 67.183594 1568278936.2666
MEM 67.906250 1568278936.3671
MEM 69.417969 1568278936.4681
MEM 71.164062 1568278936.5691
MEM 72.921875 1568278936.6696
MEM 74.671875 1568278936.7701
MEM 76.472656 1568278936.8711
MEM 78.214844 1568278936.9716
MEM 79.761719 1568278937.0726
MEM 81.308594 1568278937.1736
MEM 81.566406 1568278937.2746
MEM 83.468750 1568278937.3761
MEM 85.203125 1568278937.4771
MEM 86.730469 1568278937.5782
MEM 88.261719 1568278937.6791
MEM 89.738281 1568278937.7801
MEM 91.269531 1568278937.8811
MEM 92.761719 1568278937.9821
MEM 94.308594 1568278938.0831
MEM 95.484375 1568278938.1843
MEM 95.484375 1568278938.2851
MEM 97.027344 1568278938.3861
MEM 98.503906 1568278938.4872
MEM 100.023438 1568278938.5882
MEM 101.515625 1568278938.6892
MEM 103.042969 1568278938.7901
MEM 104.519531 1568278938.8911
MEM 106.019531 1568278938.9921
MEM 107.531250 1568278939.0934
MEM 109.078125 1568278939.1941
MEM 110.570312 1568278939.2951
MEM 112.035156 1568278939.3963
MEM 112.035156 1568278939.4971
MEM 113.039062 1568278939.5981
MEM 114.546875 1568278939.6992
MEM 116.093750 1568278939.8001
MEM 117.558594 1568278939.9012
MEM 119.070312 1568278940.0021
MEM 120.957031 1568278940.1031
MEM 122.144531 1568278940.2041
MEM 122.144531 1568278940.3051
MEM 122.144531 1568278940.4061
MEM 122.402344 1568278940.5071
MEM 122.652344 1568278940.6081
MEM 123.160156 1568278940.7086
MEM 125.085938 1568278940.8091
MEM 127.148438 1568278940.9101
MEM 128.437500 1568278941.0111
MEM 129.964844 1568278941.1121
MEM 131.679688 1568278941.2131
MEM 133.632812 1568278941.3141
MEM 135.570312 1568278941.4151
MEM 137.632812 1568278941.5161
MEM 139.386719 1568278941.6172
MEM 141.187500 1568278941.7181
MEM 142.734375 1568278941.8191
MEM 144.281250 1568278941.9205
MEM 144.796875 1568278942.0216
MEM 144.796875 1568278942.1223
MEM 144.796875 1568278942.2232
MEM 145.054688 1568278942.3241
MEM 146.085938 1568278942.4252
MEM 146.859375 1568278942.5261
MEM 147.890625 1568278942.6271
MEM 148.921875 1568278942.7281
MEM 150.210938 1568278942.8291
MEM 151.500000 1568278942.9301
MEM 153.046875 1568278943.0311
MEM 154.593750 1568278943.1322
MEM 155.882812 1568278943.2326
MEM 157.687500 1568278943.3331
MEM 158.718750 1568278943.4341
