CMDLINE /tmp/weasyperf/bin/python -m weasyprint samples/large/large.html samples/large/large.pdf
MEM 1.542969 1581159965.5681
MEM 24.238281 1581159965.6689
MEM 30.585938 1581159965.7699
MEM 37.496094 1581159965.8709
MEM 38.753906 1581159965.9719
MEM 40.308594 1581159966.0729
MEM 41.812500 1581159966.1739
MEM 43.558594 1581159966.2749
MEM 45.058594 1581159966.3759
MEM 46.820312 1581159966.4769
MEM 48.562500 1581159966.5779
MEM 50.062500 1581159966.6789
MEM 51.843750 1581159966.7799
MEM 53.558594 1581159966.8809
MEM 54.808594 1581159966.9819
MEM 56.570312 1581159967.0829
MEM 58.308594 1581159967.1839
MEM 59.851562 1581159967.2849
MEM 61.570312 1581159967.3860
MEM 63.328125 1581159967.4869
MEM 65.058594 1581159967.5879
MEM 66.828125 1581159967.6889
MEM 68.066406 1581159967.7899
MEM 69.582031 1581159967.8909
MEM 71.332031 1581159967.9919
MEM 73.078125 1581159968.0929
MEM 74.601562 1581159968.1939
MEM 76.335938 1581159968.2949
MEM 78.140625 1581159968.3959
MEM 79.855469 1581159968.4969
MEM 81.343750 1581159968.5979
MEM 82.609375 1581159968.6990
MEM 84.109375 1581159968.7999
MEM 85.863281 1581159968.9009
MEM 87.664062 1581159969.0020
MEM 89.402344 1581159969.1029
MEM 90.894531 1581159969.2039
MEM 92.640625 1581159969.3049
MEM 94.410156 1581159969.4060
MEM 95.441406 1581159969.5069
MEM 96.929688 1581159969.6079
MEM 98.671875 1581159969.7089
MEM 100.406250 1581159969.8099
MEM 101.914062 1581159969.9109
MEM 103.718750 1581159970.0119
MEM 105.414062 1581159970.1129
MEM 107.191406 1581159970.2140
MEM 108.714844 1581159970.3149
MEM 110.472656 1581159970.4159
MEM 112.019531 1581159970.5170
MEM 112.792969 1581159970.6179
MEM 114.707031 1581159970.7190
MEM 116.242188 1581159970.8199
MEM 118.000000 1581159970.9210
MEM 119.742188 1581159971.0220
MEM 121.753906 1581159971.1229
