CMDLINE /tmp/weasyperf/bin/python -m weasyprint samples/doc/doc.html samples/doc/doc.pdf
MEM 1.593750 1562753136.5280
MEM 24.500000 1562753136.6289
MEM 30.324219 1562753136.7293
MEM 37.023438 1562753136.8304
MEM 38.347656 1562753136.9309
MEM 39.378906 1562753137.0314
MEM 41.093750 1562753137.1323
MEM 42.593750 1562753137.2333
MEM 47.363281 1562753137.3344
MEM 50.179688 1562753137.4353
MEM 51.917969 1562753137.5363
MEM 52.917969 1562753137.6373
MEM 53.585938 1562753137.7383
MEM 53.585938 1562753137.8394
MEM 54.570312 1562753137.9403
MEM 55.820312 1562753138.0413
MEM 58.316406 1562753138.1423
MEM 57.656250 1562753138.2434
MEM 57.656250 1562753138.3444
MEM 57.656250 1562753138.4455
MEM 57.656250 1562753138.5459
MEM 57.660156 1562753138.6469
MEM 58.101562 1562753138.7474
MEM 59.855469 1562753138.8484
MEM 60.886719 1562753138.9494
MEM 61.917969 1562753139.0504
MEM 63.207031 1562753139.1514
MEM 64.496094 1562753139.2524
MEM 65.988281 1562753139.3534
MEM 67.007812 1562753139.4544
MEM 68.359375 1562753139.5554
MEM 69.625000 1562753139.6564
MEM 70.937500 1562753139.7574
MEM 72.226562 1562753139.8584
MEM 73.515625 1562753139.9594
MEM 74.804688 1562753140.0604
MEM 76.062500 1562753140.1614
MEM 77.359375 1562753140.2624
MEM 78.390625 1562753140.3629
MEM 79.679688 1562753140.4634
MEM 80.710938 1562753140.5644
MEM 81.992188 1562753140.6654
MEM 83.281250 1562753140.7664
MEM 84.289062 1562753140.8674
MEM 85.062500 1562753140.9684
MEM 86.351562 1562753141.0694
MEM 87.382812 1562753141.1704
MEM 88.414062 1562753141.2710
MEM 89.527344 1562753141.3714
MEM 90.875000 1562753141.4724
MEM 96.773438 1562753141.5734
MEM 105.148438 1562753141.6744
MEM 112.875000 1562753141.7754
MEM 114.937500 1562753141.8764
MEM 116.226562 1562753141.9774
MEM 116.226562 1562753142.0784
MEM 119.667969 1562753142.1794
MEM 123.031250 1562753142.2803
MEM 124.050781 1562753142.3814
MEM 125.765625 1562753142.4823
MEM 127.371094 1562753142.5833
MEM 128.660156 1562753142.6844
MEM 130.511719 1562753142.7854
MEM 131.859375 1562753142.8863
MEM 132.890625 1562753142.9873
MEM 134.695312 1562753143.0879
MEM 135.984375 1562753143.1884
MEM 136.621094 1562753143.2893
MEM 137.652344 1562753143.3903
MEM 139.597656 1562753143.4913
MEM 140.601562 1562753143.5924
MEM 141.113281 1562753143.6934
MEM 141.628906 1562753143.7943
MEM 142.144531 1562753143.8954
MEM 142.917969 1562753143.9964
MEM 143.433594 1562753144.0973
MEM 144.195312 1562753144.1979
MEM 145.406250 1562753144.2984
MEM 145.921875 1562753144.3994
MEM 146.695312 1562753144.5003
MEM 147.726562 1562753144.6014
MEM 148.500000 1562753144.7024
MEM 149.062500 1562753144.8033
MEM 150.351562 1562753144.9043
MEM 151.699219 1562753145.0054
MEM 153.246094 1562753145.1064
MEM 154.277344 1562753145.2074
MEM 155.304688 1562753145.3083
MEM 156.925781 1562753145.4089
MEM 157.957031 1562753145.5099
MEM 158.988281 1562753145.6110
MEM 160.019531 1562753145.7120
MEM 161.125000 1562753145.8129
MEM 162.117188 1562753145.9139
MEM 163.144531 1562753146.0149
MEM 164.175781 1562753146.1159
MEM 165.207031 1562753146.2169
MEM 166.144531 1562753146.3179
MEM 167.171875 1562753146.4189
MEM 168.347656 1562753146.5199
MEM 169.378906 1562753146.6203
MEM 170.925781 1562753146.7214
MEM 172.238281 1562753146.8220
MEM 173.632812 1562753146.9229
MEM 173.882812 1562753147.0239
MEM 175.632812 1562753147.1244
MEM 177.132812 1562753147.2254
MEM 177.132812 1562753147.3263
MEM 177.191406 1562753147.4274
MEM 177.378906 1562753147.5280
MEM 177.378906 1562753147.6290
MEM 177.378906 1562753147.7299
MEM 177.683594 1562753147.8309
MEM 178.578125 1562753147.9319
MEM 180.082031 1562753148.0329
MEM 180.582031 1562753148.1339
MEM 180.410156 1562753148.2350
MEM 0.000000 1562753148.3360
